Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
JHFunds2 Heritage 1,John Hancock,JIVTX,FOUSA05COG,20051017,Mid-Cap Growth,U.S. Equity,Other,Yes,20051017,JIVTX,No,20110121,Liquidated,,,"1,136.0000000000","148,213,247.0000000000",,,,,S&P 500 TR USD,,,,,
JHFunds2 Heritage NAV,John Hancock,,FOUSA05COF,20051024,Mid-Cap Growth,U.S. Equity,Other,No,20051017,JIVTX,No,20130829,Liquidated,,,"148,213,247.0000000000","148,213,247.0000000000",44,3 Stars,,,S&P 500 TR USD,,,,,
BlackRock Senior Floating Rate II,BlackRock,XMPCX,FOUSA00HWL,19990326,Bank Loan,Taxable Bond,B,No,19000102,,No,20110321,Merged,BlackRock Floating Rate Income Inv C1,,"148,061,208.0000000000","148,061,208.0000000000",73,3 Stars,,,BBgBarc US Agg Bond TR USD,,4.4310000000,0.2210000000,,
Morgan Stanley Inst Global Advtg H,Morgan Stanley,MGAHX,F00000JU0Y,20101228,World Large Stock,International Equity,Other,No,20101228,MIGIX,No,20130906,Merged,Morgan Stanley Inst Global Advtg A,,"259,522.0000000000","147,974,106.0100000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Wilmington Short/Intermediate Bond A,Wilmington Mutual Funds,WSIBX,FOUSA05CCW,20031007,Intermediate Core Bond,Taxable Bond,A,No,19910402,WSIIX,No,20120309,Merged,Wilmington Intermediate-Term Bond A,,"4,427,911.0000000000","147,932,412.0000000000",91,2 Stars,,,BBgBarc US Agg Bond TR USD,," -0.0020000000",0.8680000000,,
Wilmington Short/Intermediate Bond I,Wilmington Mutual Funds,WSIIX,FOUSA00ES7,19910402,Intermediate Core Bond,Taxable Bond,Inst,Yes,19910402,WSIIX,No,20120309,Merged,Wilmington Intermediate-Term Bond Instl,,"143,504,501.0000000000","147,932,412.0000000000",88,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.2090000000,0.8790000000,,
Dreyfus Core Equity B,Dreyfus,DPEBX,FOUSA02UUP,20020415,Large Blend,U.S. Equity,B,No,19980930,DLTSX,No,20120313,Merged,Dreyfus Core Equity A,,"696,473.0000000000","147,324,872.0400000000",58,3 Stars,,,S&P 500 TR USD,,,,,
Dreyfus Core Equity T,Dreyfus,DCETX,FOUSA02UUS,20020415,Large Blend,U.S. Equity,T,No,19980930,DLTSX,No,20090204,Merged,Dreyfus Core Equity A,,"994,965.0000000000","147,324,872.0400000000",,4 Stars,,,S&P 500 TR USD,,,,,
TIAA-CREF Small-Cap Val Idx Instl,TIAA Investments,,FOUSA02VUZ,20021001,Small Value,U.S. Equity,Inst,Yes,20021001,,Yes,20090612,Merged,TIAA-CREF Small-Cap Blend Idx Inst,,"79,287,666.0000000000","147,220,185.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
TIAA-CREF Small-Cap Val Idx Retire,TIAA Investments,TRSVX,FOUSA04APC,20021001,Small Value,U.S. Equity,Retirement,No,20021001,,Yes,20090612,Merged,TIAA-CREF Small-Cap Blend Idx Retire,,"67,932,519.0000000000","147,220,185.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
TIAA-CREF Small-Cap Gr Idx Instl,TIAA Investments,,FOUSA02VUX,20021001,Small Growth,U.S. Equity,Inst,Yes,20021001,,Yes,20090612,Merged,TIAA-CREF Small-Cap Blend Idx Inst,,"67,080,938.0000000000","146,480,538.0000000000",,4 Stars,,,S&P 500 TR USD,,,,,
TIAA-CREF Small-Cap Gr Idx Retire,TIAA Investments,TRCGX,FOUSA04APB,20021001,Small Growth,U.S. Equity,Retirement,No,20021001,,Yes,20090612,Merged,TIAA-CREF Small-Cap Blend Idx Retire,,"79,399,600.0000000000","146,480,538.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Managed Account High Income,BlackRock,MHINX,FOUSA05GKK,20050729,High Yield Bond,Taxable Bond,No Load,Yes,20050729,MHINX,No,20110909,Merged,BlackRock High Yield Bond Instl,,"146,195,161.0000000000","146,195,161.0000000000",2,5 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
AFBA 5Star Balanced B,Hennessy,AFSBX,FOUSA02U5U,20010924,Allocation--50% to 70% Equity,Allocation,B,No,19970603,HEIIX,No,20090731,Merged,Hennessy Equity and Income Investor,,"1,194,356.0000000000","145,539,850.9000000000",38,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AFBA 5Star Balanced C,Hennessy,AFSCX,FOUSA02U5V,20010924,Allocation--50% to 70% Equity,Allocation,C,No,19970603,HEIIX,No,20100315,Merged,Hennessy Equity and Income Investor,,"19,900,678.0000000000","145,539,850.9000000000",14,4 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AFBA Five Star Balanced R,Hennessy,,FOUSA05H02,20040217,Allocation--50% to 70% Equity,Allocation,Retirement,No,19970603,HEIIX,No,20080401,Liquidated,,,"13,980.0000000000","145,539,850.9000000000",,5 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
ING UBS US Large Cap Equity Port Adv,Voya,IMRAX,FOUSA02VCH,20011210,Large Blend,U.S. Equity,Adv,No,19971128,,No,20130322,Merged,Voya Growth and Income Port A,,"7,431,679.0000000000","145,169,711.0000000000",80,2 Stars,,,S&P 500 TR USD,,,,,
ING UBS US Large Cap Equity Port I,Voya,IMRIX,FOUSA02VTG,19971128,Large Blend,U.S. Equity,Inst,No,19971128,,No,20130322,Merged,Voya Growth and Income Port I,,"129,839,942.0000000000","145,169,711.0000000000",72,2 Stars,,,S&P 500 TR USD,,,,,
ING UBS US Large Cap Equity Port S,Voya,IMRSX,FOUSA02VCG,20011210,Large Blend,U.S. Equity,S,No,19971128,,No,20130322,Merged,Voya Growth and Income Port S,,"7,898,090.0000000000","145,169,711.0000000000",75,2 Stars,,,S&P 500 TR USD,,,,,
AllianceBern Muni Inc II FL A,AllianceBernstein,AFLAX,FOUSA00EWB,19930625,Muni National Long,Municipal Bond,A,Yes,19930625,AFLAX,No,20090626,Merged,AB Municipal Income National A,,"110,738,420.0000000000","145,012,495.0000000000",,3 Stars,,,BBgBarc Municipal TR USD,,,,,
AllianceBern Muni Inc II FL B,AllianceBernstein,AFLBX,FOUSA00EWE,19930625,Muni National Long,Municipal Bond,B,No,19930625,AFLAX,No,20090626,Merged,AB Municipal Income National B,,"7,073,379.0000000000","145,012,495.0000000000",,3 Stars,,,BBgBarc Municipal TR USD,,,,,
AllianceBern Muni Inc II FL C,AllianceBernstein,,FOUSA00EWH,19930625,Muni National Long,Municipal Bond,C,No,19930625,AFLAX,No,20090626,Merged,AB Municipal Income National C,,"27,200,696.0000000000","145,012,495.0000000000",,3 Stars,,,BBgBarc Municipal TR USD,,,,,
Virtus Growth & Income B,Virtus,PBGIX,FOUSA00KR6,19970925,Large Blend,U.S. Equity,B,No,19970925,PDIAX,No,20120921,Merged,Virtus Rampart Enhanced Core Equity A,,"2,278,456.0000000000","144,941,560.3400000000",70,2 Stars,,,S&P 500 TR USD,,,,,
AllianceBern Muni Inc Natl II A,AllianceBernstein,CABTX,FOUSA00BIP,19861229,Muni National Long,Municipal Bond,A,Yes,19861229,CABTX,No,20090626,Merged,AB Municipal Income National A,,"121,944,970.0000000000","144,298,412.0000000000",,3 Stars,,,BBgBarc Municipal TR USD,,,,,
AllianceBern Muni Inc Natl II B,AllianceBernstein,CBBBX,FOUSA00C6Z,19930104,Muni National Long,Municipal Bond,B,No,19861229,CABTX,No,20090626,Merged,AB Municipal Income National B,,"2,956,933.0000000000","144,298,412.0000000000",,3 Stars,,,BBgBarc Municipal TR USD,,,,,
AllianceBern Muni Inc Natl II C,AllianceBernstein,CACCX,FOUSA00C7B,19930503,Muni National Long,Municipal Bond,C,No,19861229,CABTX,No,20090626,Merged,AB Municipal Income National C,,"19,396,509.0000000000","144,298,412.0000000000",,3 Stars,,,BBgBarc Municipal TR USD,,,,,
Old Mutual Dwight S/T Fixed Income A,Old Mutual,,FOUSA04B2R,20030731,Short-Term Bond,Taxable Bond,A,No,19990831,,No,20120413,Merged,Touchstone Ultra Short Dur F/I A,,"3,919,620.0000000000","144,240,244.0000000000",83,1 Star,,,BBgBarc US Agg Bond TR USD,,0.6870000000,0.3270000000,,
Old Mutual Dwight S/T Fixed Income C,Old Mutual,,FOUSA04B2S,20030731,Short-Term Bond,Taxable Bond,C,No,19990831,,No,20120413,Merged,Touchstone Ultra Short Dur F/I C,,"6,788,536.0000000000","144,240,244.0000000000",88,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.1550000000,0.3330000000,,
Old Mutual Dwight S/T Fixed Income Instl,Old Mutual,,FOUSA05UA4,20061220,Short-Term Bond,Taxable Bond,Inst,No,19990831,,No,20120413,Merged,Touchstone Ultra Short Dur F/I Instl,,"23,231,927.0000000000","144,240,244.0000000000",75,2 Stars,,,BBgBarc US Agg Bond TR USD,,1.0630000000,0.3330000000,,
Old Mutual Dwight S/T Fixed Income Z,Old Mutual,,FOUSA00H8G,19990831,Short-Term Bond,Taxable Bond,Inst,Yes,19990831,,No,20120413,Merged,Touchstone Ultra Short Dur F/I Y,,"110,300,161.0000000000","144,240,244.0000000000",79,2 Stars,,,BBgBarc US Agg Bond TR USD,,1.0010000000,0.3190000000,,
Invesco Value II A,Invesco,MPVAX,FOUSA00K85,19960717,Large Value,U.S. Equity,Other,No,19841105,MPVLX,No,20110523,Merged,Invesco Comstock A,,"67,120,506.0000000000","144,210,767.0000000000",3,4 Stars,,,S&P 500 TR USD,,,,,
Invesco Value II B,Invesco,MCVEX,F00000IS3V,20100601,Large Value,U.S. Equity,B,No,19841105,MPVLX,No,20110523,Merged,Invesco Comstock B,,"30,982.0000000000","144,210,767.0000000000",5,,,,S&P 500 TR USD,,,,,
Invesco Value II C,Invesco,MCVFX,F00000IS3U,20100601,Large Value,U.S. Equity,C,No,19841105,MPVLX,No,20110523,Merged,Invesco Comstock C,,"75,289.0000000000","144,210,767.0000000000",5,,,,S&P 500 TR USD,,,,,
Invesco Value II Y,Invesco,MPVLX,FOUSA00DME,19841105,Large Value,U.S. Equity,Inst,Yes,19841105,MPVLX,No,20110523,Merged,Invesco Comstock Y,,"76,983,990.0000000000","144,210,767.0000000000",3,5 Stars,,,S&P 500 TR USD,,,,,
Morgan Stanley Inst Value Invmt,Invesco,MPVIX,FOUSA00J5N,19960506,Large Value,U.S. Equity,Inv,No,19841105,MPVLX,No,20100528,Liquidated,,,34.0000000000,"144,210,767.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
American Century High-Yield B,American Century Investments,ACYBX,FOUSA02W4G,20030131,High Yield Bond,Taxable Bond,B,No,19970930,ABHIX,No,20111021,Merged,American Century High-Yield A,,"1,055,934.0000000000","143,846,901.5000000000",85,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Madison Mid Cap A{mg},Madison Funds,,FOUSA00IFS,20000229,Mid-Cap Growth,U.S. Equity,A,Yes,20000229,,No,20130419,Merged,Madison Mid Cap A,,"53,142,912.0000000000","142,749,348.0000000000",16,4 Stars,,,S&P 500 TR USD,,,,,
Madison Mid Cap B{mg},Madison Funds,,FOUSA00HCX,20000229,Mid-Cap Growth,U.S. Equity,B,No,20000229,,No,20130419,Merged,Madison Mid Cap B,,"6,012,890.0000000000","142,749,348.0000000000",24,4 Stars,,,S&P 500 TR USD,,,,,
Madison Mid Cap Y{mg},Madison Funds,,FOUSA05IIY,20060630,Mid-Cap Growth,U.S. Equity,No Load,No,20000229,,No,20130419,Merged,Madison Mid Cap Y,,"83,593,546.0000000000","142,749,348.0000000000",14,5 Stars,,,S&P 500 TR USD,,,,,
Huntington Income-Equity A,Rational Funds,HUINX,FOUSA00I9K,19970514,Large Value,U.S. Equity,A,No,19890703,HIEFX,No,20131213,Merged,Rational Dividend Capture A,,"7,376,847.0000000000","142,275,729.0000000000",84,1 Star,,,S&P 500 TR USD,,,,,
Huntington Income-Equity B,Rational Funds,HUIEX,FOUSA02TJ0,20000501,Large Value,U.S. Equity,B,No,19890703,HIEFX,No,20100630,Merged,Huntington Income-Equity A,,"2,242,053.0000000000","142,275,729.0000000000",83,2 Stars,,,S&P 500 TR USD,,,,,
Huntington Income-Equity Trust,Rational Funds,HIEFX,FOUSA00DWR,19890703,Large Value,U.S. Equity,Other,Yes,19890703,HIEFX,No,20131213,Merged,Rational Dividend Capture Instl,,"134,898,882.0000000000","142,275,729.0000000000",80,2 Stars,,,S&P 500 TR USD,,,,,
Turner Large Cap Growth Institutional,Turner Investment Partners,TSGEX,FOUSA005VH,20000614,Large Growth,U.S. Equity,Inst,Yes,20000614,TSGEX,No,20110308,Merged,Turner Large Growth Institutional,,"140,536,985.0000000000","142,054,474.0000000000",74,2 Stars,,,S&P 500 TR USD,,,,,
Turner Large Cap Growth Inv,Turner Investment Partners,TSGFX,FOUSA0606M,20070131,Large Growth,U.S. Equity,Inv,No,20000614,TSGEX,No,20110308,Merged,Turner Large Growth Investor,,"1,517,489.0000000000","142,054,474.0000000000",76,2 Stars,,,S&P 500 TR USD,,,,,
Fifth Third Short Term Bond A,Fifth Third,KNLIX,FOUSA00F79,19921204,Short-Term Bond,Taxable Bond,A,No,19921102,KNLMX,No,20120910,Merged,Touchstone Ultra Short Dur F/I A,,"30,186,531.0000000000","141,653,523.0000000000",79,1 Star,,,BBgBarc US Agg Bond TR USD,,1.1110000000,0.1900000000,,
Fifth Third Short Term Bond C,Fifth Third,KNLCX,FOUSA05G8L,20030801,Short-Term Bond,Taxable Bond,C,No,19921102,KNLMX,No,20120910,Merged,Touchstone Ultra Short Dur F/I C,,"5,510,666.0000000000","141,653,523.0000000000",90,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.3530000000,0.1910000000,,
Fifth Third Short Term Bond Instl,Fifth Third,KNLMX,FOUSA00DAC,19921102,Short-Term Bond,Taxable Bond,Inst,Yes,19921102,KNLMX,No,20120910,Merged,Touchstone Ultra Short Dur F/I Y,,"105,956,326.0000000000","141,653,523.0000000000",72,2 Stars,,,BBgBarc US Agg Bond TR USD,,1.2500000000,0.2020000000,,
Bridgeway Aggressive Investors 2,Bridgeway,BRAIX,FOUSA02V1R,20011031,Mid-Cap Blend,U.S. Equity,Other,Yes,20011031,BRAIX,No,20120601,Merged,Bridgeway Aggressive Investors 1,,"141,591,483.0000000000","141,591,483.0000000000",96,1 Star,,,S&P 500 TR USD,,,,,
Dreyfus Mid-Cap Growth B,Dreyfus,FRSFX,FOUSA00GTG,19991231,Mid-Cap Growth,U.S. Equity,B,No,19610908,FRSPX,No,20120313,Merged,Dreyfus Mid-Cap Growth A,,"150,836.0000000000","141,229,740.0000000000",59,3 Stars,,,S&P 500 TR USD,,,,,
Dreyfus Mid-Cap Growth T,Dreyfus,FRSVX,FOUSA00IMK,19991231,Mid-Cap Growth,U.S. Equity,T,No,19610908,FRSPX,No,20090204,Merged,Dreyfus Mid-Cap Growth A,,"937,758.0000000000","141,229,740.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
UBS Absolute Return Bond A,UBS,BNRAX,FOUSA05BXO,20050427,Nontraditional Bond,Taxable Bond,A,No,20050427,BNRYX,No,20111220,Liquidated,,,"6,021,459.0000000000","141,196,701.0000000000",95,1 Star,,,BBgBarc US Agg Bond TR USD,,2.9120000000," -0.2350000000",,
UBS Absolute Return Bond C,UBS,BNRCX,FOUSA05BXP,20050427,Nontraditional Bond,Taxable Bond,C,No,20050427,BNRYX,No,20111220,Liquidated,,,"1,767,062.0000000000","141,196,701.0000000000",100,1 Star,,,BBgBarc US Agg Bond TR USD,,2.4830000000," -0.2200000000",,
UBS Absolute Return Bond Y,UBS,BNRYX,FOUSA05BXQ,20050427,Nontraditional Bond,Taxable Bond,Inst,Yes,20050427,BNRYX,No,20111220,Liquidated,,,"133,408,180.0000000000","141,196,701.0000000000",93,1 Star,,,BBgBarc US Agg Bond TR USD,,3.0660000000," -0.2300000000",,
ING Opportunistic LargeCap Adv,Voya,IOLPX,FOUSA06BMR,20061229,Large Blend,U.S. Equity,Adv,No,19961213,IIVOX,No,20100820,Merged,Voya Growth and Income Port A,,"749,076.0000000000","141,172,963.0000000000",93,2 Stars,,,S&P 500 TR USD,,,,,
ING Opportunistic LargeCap I,Voya,IIVOX,FOUSA06BMS,19961213,Large Blend,U.S. Equity,Inst,Yes,19961213,IIVOX,No,20100820,Merged,Voya Growth and Income Port I,,"123,753,678.0000000000","141,172,963.0000000000",90,2 Stars,,,S&P 500 TR USD,,,,,
ING Opportunistic LargeCap S,Voya,IOPSX,FOUSA05IX1,20010716,Large Blend,U.S. Equity,S,No,19961213,IIVOX,No,20100820,Merged,Voya Growth and Income Port S,,"16,670,209.0000000000","141,172,963.0000000000",92,2 Stars,,,S&P 500 TR USD,,,,,
BlackRock Technology A,BlackRock,MDGTX,FOUSA00IV1,19980626,Technology,Sector Equity,A,No,19980626,MAGTX,No,20080912,Merged,BlackRock Technology Opportunities Inv A,,"63,372,274.0000000000","140,612,893.0000000000",,1 Star,,,MSCI ACWI NR USD,,,,,
BlackRock Technology B,BlackRock,MBGTX,FOUSA00JEC,19980626,Technology,Sector Equity,B,No,19980626,MAGTX,No,20080912,Merged,BlackRock Science & Technology Opp Inv B,,"9,911,809.0000000000","140,612,893.0000000000",,1 Star,,,MSCI ACWI NR USD,,,,,
BlackRock Technology C,BlackRock,MCGTX,FOUSA00I2K,19980626,Technology,Sector Equity,C,No,19980626,MAGTX,No,20080912,Merged,BlackRock Technology Opportunities Inv C,,"17,839,335.0000000000","140,612,893.0000000000",,1 Star,,,MSCI ACWI NR USD,,,,,
BlackRock Technology I,BlackRock,MAGTX,FOUSA00K1Y,19980626,Technology,Sector Equity,Inst,Yes,19980626,MAGTX,No,20080912,Merged,BlackRock Technology Opportunities Instl,,"47,952,571.0000000000","140,612,893.0000000000",,2 Stars,,,MSCI ACWI NR USD,,,,,
BlackRock Technology R,BlackRock,MRGTX,FOUSA04AXN,20030103,Technology,Sector Equity,Retirement,No,19980626,MAGTX,No,20080915,Merged,BlackRock Technology Opportunities R,,"1,536,904.0000000000","140,612,893.0000000000",,1 Star,,,MSCI ACWI NR USD,,,,,
Sentinel International Equity B,Touchstone,SEWBX,FOUSA00KIE,19960401,Foreign Large Blend,International Equity,B,No,19930301,SWRLX,No,20100319,Merged,Touchstone International Equity A,,"2,352,830.0000000000","140,599,184.3300000000",42,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
RiverSource Partners Small Cap Equity A,Columbia,AXSAX,FOUSA02W3H,20020308,Small Blend,U.S. Equity,A,No,20020308,,No,20100326,Merged,Columbia Select Small Cap Value A,,"124,963,082.0000000000","140,570,082.0000000000",61,2 Stars,,,S&P 500 TR USD,,,,,
RiverSource Partners Small Cap Equity B,Columbia,AXSBX,FOUSA02W3N,20020308,Small Blend,U.S. Equity,B,No,20020308,,No,20100326,Merged,Columbia Select Smaller-Cap Value B,,"11,072,648.0000000000","140,570,082.0000000000",69,2 Stars,,,S&P 500 TR USD,,,,,
RiverSource Partners Small Cap Equity C,Columbia,RSQEX,FOUSA02W3I,20020308,Small Blend,U.S. Equity,C,No,20020308,,No,20100326,Merged,Columbia Select Small Cap Value C,,"1,564,950.0000000000","140,570,082.0000000000",70,3 Stars,,,S&P 500 TR USD,,,,,
RiverSource Partners Small Cap Equity I,Columbia,,FOUSA05C51,20040304,Small Blend,U.S. Equity,Inst,No,20020308,,No,20100326,Merged,Columbia Select Smaller-Cap Value New I,,"8,157.0000000000","140,570,082.0000000000",56,3 Stars,,,S&P 500 TR USD,,,,,
RiverSource Partners Small Cap Equity R4,Columbia,,FOUSA02W3L,20020308,Small Blend,U.S. Equity,Retirement,Yes,20020308,,No,20100326,Merged,Columbia Select Smaller-Cap Value K,,"2,961,245.0000000000","140,570,082.0000000000",59,3 Stars,,,S&P 500 TR USD,,,,,
Morgan Stanley Inst Corporate Bond H,Morgan Stanley,MSGHX,FOUSA06MGX,20080102,Corporate Bond,Taxable Bond,Other,No,19900831,MPFDX,No,20130906,Merged,Morgan Stanley Inst Corporate Bond A,,"93,835.0000000000","140,430,297.6100000000",20,3 Stars,,,BBgBarc US Agg Bond TR USD,,0.9790000000,1.2560000000,,
Nuveen Large Cap Value A,Nuveen,FASKX,FOUSA00CMI,19871222,Large Value,U.S. Equity,A,Yes,19871222,FASKX,No,20121016,Merged,Nuveen Dividend Value A,,"47,397,524.0000000000","139,542,227.0000000000",83,1 Star,,,S&P 500 TR USD,,,,,
Nuveen Large Cap Value B,Nuveen,FATBX,FOUSA00D93,19940815,Large Value,U.S. Equity,B,No,19871222,FASKX,No,20120215,Merged,Nuveen Large Cap Value A,,"878,910.0000000000","139,542,227.0000000000",93,1 Star,,,S&P 500 TR USD,,,,,
Nuveen Large Cap Value C,Nuveen,FALVX,FOUSA00IL6,19990201,Large Value,U.S. Equity,C,No,19871222,FASKX,No,20121016,Merged,Nuveen Dividend Value C,,"1,156,436.0000000000","139,542,227.0000000000",91,2 Stars,,,S&P 500 TR USD,,,,,
Nuveen Large Cap Value I,Nuveen,FSKIX,FOUSA00D58,19940204,Large Value,U.S. Equity,Inst,No,19871222,FASKX,No,20121016,Merged,Nuveen Dividend Value I,,"90,637,502.0000000000","139,542,227.0000000000",80,2 Stars,,,S&P 500 TR USD,,,,,
Nuveen Large Cap Value R3,Nuveen,FAVSX,FOUSA02TOV,20010924,Large Value,U.S. Equity,Retirement,No,19871222,FASKX,No,20121016,Merged,Nuveen Dividend Value R3,,"350,765.0000000000","139,542,227.0000000000",85,2 Stars,,,S&P 500 TR USD,,,,,
Allegiant Small Cap Core B,PNC Funds,ASCBX,FOUSA056SN,20040402,Small Growth,U.S. Equity,B,No,20040402,,No,20090406,Merged,PNC Small Cap A,,"129,774.0000000000","139,153,175.4900000000",,2 Stars,,,S&P 500 TR USD,,,,,
Fifth Third Micro Cap Value Inv B,Touchstone,MXCBX,FOUSA02TI0,20010813,Small Growth,U.S. Equity,B,No,19980202,MXAIX,No,20120910,Merged,Touchstone Small Cap Growth A,,"140,040.0000000000","138,938,976.6900000000",59,3 Stars,,,S&P 500 TR USD,,,,,
Lord Abbett Stock Appreciation A,Lord Abbett,LALCX,FOUSA00KKT,19991230,Large Growth,U.S. Equity,A,Yes,19991230,LALCX,No,20130322,Merged,Lord Abbett Growth Leaders A,,"71,988,243.0000000000","138,772,390.0000000000",89,1 Star,,,S&P 500 TR USD,,,,,
Lord Abbett Stock Appreciation B,Lord Abbett,LALBX,FOUSA00FYT,19991230,Large Growth,U.S. Equity,B,No,19991230,LALCX,No,20130322,Merged,Lord Abbett Growth Leaders B,,"7,734,143.0000000000","138,772,390.0000000000",94,1 Star,,,S&P 500 TR USD,,,,,
Lord Abbett Stock Appreciation C,Lord Abbett,LACGX,FOUSA00JRN,19991230,Large Growth,U.S. Equity,C,No,19991230,LALCX,No,20130322,Merged,Lord Abbett Growth Leaders C,,"25,402,157.0000000000","138,772,390.0000000000",94,1 Star,,,S&P 500 TR USD,,,,,
Lord Abbett Stock Appreciation F,Lord Abbett,LALFX,FOUSA06L2O,20070928,Large Growth,U.S. Equity,Other,No,19991230,LALCX,No,20130322,Merged,Lord Abbett Growth Leaders F,,"4,349,013.0000000000","138,772,390.0000000000",87,2 Stars,,,S&P 500 TR USD,,,,,
Lord Abbett Stock Appreciation I,Lord Abbett,LALYX,FOUSA04ANW,19991230,Large Growth,U.S. Equity,Inst,No,19991230,LALCX,No,20130322,Merged,Lord Abbett Growth Leaders I,,"23,727,914.0000000000","138,772,390.0000000000",86,2 Stars,,,S&P 500 TR USD,,,,,
Lord Abbett Stock Appreciation P,Lord Abbett,LLCPX,FOUSA04ANV,19991230,Large Growth,U.S. Equity,Other,No,19991230,LALCX,No,20121219,Liquidated,,,695.0000000000,"138,772,390.0000000000",86,2 Stars,,,S&P 500 TR USD,,,,,
Lord Abbett Stock Appreciation R2,Lord Abbett,LALQX,FOUSA06L2P,20070928,Large Growth,U.S. Equity,Retirement,No,19991230,LALCX,No,20130322,Merged,Lord Abbett Growth Leaders R2,,"10,257.0000000000","138,772,390.0000000000",86,2 Stars,,,S&P 500 TR USD,,,,,
Lord Abbett Stock Appreciation R3,Lord Abbett,LALRX,FOUSA06L2Q,20070928,Large Growth,U.S. Equity,Retirement,No,19991230,LALCX,No,20130322,Merged,Lord Abbett Growth Leaders R3,,"5,560,663.0000000000","138,772,390.0000000000",91,1 Star,,,S&P 500 TR USD,,,,,
Delaware Delchester A,Macquarie Investment Management,DETWX,FOUSA00C1X,19700820,High Yield Bond,Taxable Bond,A,Yes,19700820,DETWX,No,20090417,Merged,Delaware High-Yield Opportunities A,,"111,076,778.0000000000","138,403,480.0000000000",,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Delaware Delchester B,Macquarie Investment Management,DHYBX,FOUSA00DL9,19940502,High Yield Bond,Taxable Bond,B,No,19700820,DETWX,No,20090417,Merged,Delaware High-Yield Opportunities B,,"5,882,613.0000000000","138,403,480.0000000000",,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Delaware Delchester C,Macquarie Investment Management,DELCX,FOUSA00CWS,19951129,High Yield Bond,Taxable Bond,C,No,19700820,DETWX,No,20090417,Merged,Delaware High-Yield Opportunities C,,"9,849,872.0000000000","138,403,480.0000000000",,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Delaware Delchester Instl,Macquarie Investment Management,DETIX,FOUSA00B7Z,19920601,High Yield Bond,Taxable Bond,Inst,No,19700820,DETWX,No,20090417,Merged,Delaware High-Yield Opportunities In,,"11,594,217.0000000000","138,403,480.0000000000",,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Franklin FL Insured Tax-Free Income A,Franklin Templeton Investments,,FOUSA00BER,19930430,Muni Single State Interm,Municipal Bond,A,Yes,19930430,,No,20080523,Merged,Franklin Insured Tax-Free Income A,,"138,294,226.0000000000","138,294,226.0000000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
Columbia International Growth A,Columbia,CGWAX,FOUSA06SB4,20080331,Foreign Large Growth,International Equity,A,No,19870721,UMINX,No,20110408,Merged,Columbia Select International Eq A,,"455,137.0000000000","138,269,223.0000000000",86,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Columbia International Growth C,Columbia,CGWCX,FOUSA06SB5,20080331,Foreign Large Growth,International Equity,C,No,19870721,UMINX,No,20110408,Merged,Columbia Select International Eq C,,"322,185.0000000000","138,269,223.0000000000",89,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Columbia International Growth Z,Columbia,UMINX,FOUSA00FP2,19870721,Foreign Large Growth,International Equity,Inst,Yes,19870721,UMINX,No,20110408,Merged,Columbia Select International Eq Inst,,"137,491,901.0000000000","138,269,223.0000000000",84,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Huntington Mid Corp America A,Rational Funds,HUMIX,FOUSA02TGL,20010301,Mid-Cap Blend,U.S. Equity,A,No,20010301,HMATX,No,20131213,Merged,Rational Dynamic Brands A,,"11,016,351.0000000000","138,219,691.0000000000",63,2 Stars,,,S&P 500 TR USD,,,,,
