Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
BlackRock Latin America Inv B,BlackRock,MBLTX,FOUSA00DTL,19910927,Latin America Stock,International Equity,B,No,19910927,MDLTX,No,20171227,Merged,BlackRock Latin America Inv A,,,"145,990,549.9400000000",100,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Geneva Advisors Equity Income R,CIBC Private Wealth Management,GNERX,F00000GUY1,20100430,Large Growth,U.S. Equity,Adv,No,20100430,AWYIX,No,20180212,Merged,CIBC Atlas Equity Income Institutional,,"1,335,933.0000000000","145,915,900.3300000000",96,1 Star,,,S&P 500 TR USD,,,,,
BMO Short Tax-Free Y,BMO Funds,,F00000OND3,20121129,Muni National Short,Municipal Bond,Inv,No,20121129,MTFIX,No,20170602,Merged,BMO Short Tax-Free A,,"22,012,362.0000000000","145,863,041.3100000000",21,4 Stars,,,BBgBarc Municipal TR USD,,,,,
Sentinel Government Securities A,Sentinel,,FOUSA00F43,19860902,Intermediate Government,Taxable Bond,A,Yes,19860902,,No,20171027,Merged,Touchstone Active Bond A,,"122,927,959.0000000000","145,590,206.0000000000",81,2 Stars,,,BBgBarc US Agg Bond TR USD,," -0.7390000000",0.6570000000,,
Sentinel Government Securities C,Sentinel,,FOUSA05IND,20060601,Intermediate Government,Taxable Bond,C,No,19860902,,No,20171027,Merged,Touchstone Active Bond C,,"13,868,659.0000000000","145,590,206.0000000000",96,1 Star,,,BBgBarc US Agg Bond TR USD,," -1.5650000000",0.6560000000,,
Sentinel Government Securities I,Sentinel,,FOUSA0609X,20070504,Intermediate Government,Taxable Bond,Inst,No,19860902,,No,20171027,Merged,Touchstone Active Bond Institutional,,"17,722,328.0000000000","145,590,206.0000000000",71,2 Stars,,,BBgBarc US Agg Bond TR USD,," -0.4980000000",0.6560000000,,
Hennessy Large Value Institutional,Hennessy,,F000002M6D,20090320,Large Value,U.S. Equity,Inst,No,19841001,,No,20170228,Merged,Hennessy Cornerstone Value Inst,,"3,262,058.0000000000","144,938,380.0000000000",50,3 Stars,,,S&P 500 TR USD,,,,,
Hennessy Large Value Investor,Hennessy,,FOUSA00BCT,19841001,Large Value,U.S. Equity,Inv,Yes,19841001,,No,20170228,Merged,Hennessy Cornerstone Value Investor,,"137,264,103.0000000000","144,938,380.0000000000",56,3 Stars,,,S&P 500 TR USD,,,,,
Franklin Double Tax-Free Income A,Franklin Templeton Investments,,FOUSA00CT7,19850403,High Yield Muni,Municipal Bond,A,Yes,19850403,,No,20160429,Merged,Franklin High Yield Tax Free Inc A1,,"118,445,111.0000000000","143,571,572.0000000000",,1 Star,,,BBgBarc Municipal TR USD,,,,,
Franklin Double Tax-Free Income Adv,Franklin Templeton Investments,,F000003VFG,20090715,High Yield Muni,Municipal Bond,Adv,No,19850403,,No,20160429,Merged,Franklin High Yield Tax Free Inc Adv,,"1,529,417.0000000000","143,571,572.0000000000",,1 Star,,,BBgBarc Municipal TR USD,,,,,
Franklin Double Tax-Free Income C,Franklin Templeton Investments,,FOUSA00E34,19950501,High Yield Muni,Municipal Bond,C,No,19850403,,No,20160429,Merged,Franklin High Yield Tax Free Inc C,,"23,597,044.0000000000","143,571,572.0000000000",,1 Star,,,BBgBarc Municipal TR USD,,,,,
Hartford Global All-Asset A,Hartford Mutual Funds,,F00000GYJ2,20100528,World Allocation,Allocation,A,No,20100528,,No,20190920,Liquidated,,Hartford Global All-Asset A,"78,211,404.5000000000","143,155,658.8800000000",41,3 Stars,Average,,Morningstar Mod Tgt Risk TR USD,5.3426780000," -1.5070000000",0.9830000000,6.9510000000,0.5570000000
Hartford Global All-Asset C,Hartford Mutual Funds,,F00000GYJ1,20100528,World Allocation,Allocation,C,No,20100528,,No,20190920,Liquidated,,Hartford Global All-Asset A,"32,426,773.4100000000","143,155,658.8800000000",63,3 Stars,Average,,Morningstar Mod Tgt Risk TR USD,4.5927180000," -2.2500000000",0.9880000000,6.9710000000,0.4530000000
Hartford Global All-Asset F,Hartford Mutual Funds,,F00000YLP9,20170228,World Allocation,Allocation,Other,No,20100528,,No,20190920,Liquidated,,Hartford Global All-Asset A,"5,155,671.5700000000","143,155,658.8800000000",31,,Average,,Morningstar Mod Tgt Risk TR USD,,,,,
Hartford Global All-Asset I,Hartford Mutual Funds,,F00000GYJ0,20100528,World Allocation,Allocation,Inst,No,20100528,,No,20190920,Liquidated,,Hartford Global All-Asset A,"22,884,540.2000000000","143,155,658.8800000000",32,4 Stars,Average,,Morningstar Mod Tgt Risk TR USD,5.6493100000," -1.2300000000",0.9860000000,6.9730000000,0.5970000000
Hartford Global All-Asset R3,Hartford Mutual Funds,,F00000GYIZ,20100528,World Allocation,Allocation,Retirement,No,20100528,,No,20190920,Liquidated,,Hartford Global All-Asset A,"1,247,306.8800000000","143,155,658.8800000000",50,3 Stars,Average,,Morningstar Mod Tgt Risk TR USD,5.0387770000," -1.8200000000",0.9880000000,6.9850000000,0.5130000000
Hartford Global All-Asset R4,Hartford Mutual Funds,,F00000GYIY,20100528,World Allocation,Allocation,Retirement,No,20100528,,No,20190920,Liquidated,,Hartford Global All-Asset A,"319,989.3700000000","143,155,658.8800000000",41,3 Stars,Average,,Morningstar Mod Tgt Risk TR USD,5.3400680000," -1.5330000000",0.9880000000,6.9760000000,0.5550000000
Hartford Global All-Asset R5,Hartford Mutual Funds,,F00000GYIX,20100528,World Allocation,Allocation,Retirement,No,20100528,,No,20190920,Liquidated,,Hartford Global All-Asset A,"105,515.5400000000","143,155,658.8800000000",30,4 Stars,Average,,Morningstar Mod Tgt Risk TR USD,5.6961100000," -1.1560000000",0.9800000000,6.9290000000,0.6060000000
Hartford Global All-Asset R6,Hartford Mutual Funds,,F0000106SB,20180228,World Allocation,Allocation,Retirement,No,20100528,,No,20190920,Liquidated,,,"10,037.8200000000","143,155,658.8800000000",29,,Average,,Morningstar Mod Tgt Risk TR USD,,,,,
Hartford Global All-Asset Y,Hartford Mutual Funds,,F00000GYIW,20100528,World Allocation,Allocation,Inst,Yes,20100528,,No,20190920,Liquidated,,Hartford Global All-Asset A,"2,794,419.5900000000","143,155,658.8800000000",29,4 Stars,Average,,Morningstar Mod Tgt Risk TR USD,5.7170870000," -1.1940000000",0.9910000000,7.0120000000,0.6030000000
Putnam Europe Equity A,Putnam,PEUGX,FOUSA00EOU,19900907,Europe Stock,International Equity,A,Yes,19900907,PEUGX,No,20190621,Merged,Putnam International Equity A,,"106,491,493.1100000000","142,242,650.5700000000",88,2 Stars,Below Average,,MSCI ACWI Ex USA NR USD,2.1672770000," -4.4010000000",1.0350000000,12.5750000000,0.1210000000
Putnam Europe Equity B,Putnam,PEUBX,FOUSA00D8D,19940201,Europe Stock,International Equity,B,No,19900907,PEUGX,No,20190621,Merged,Putnam International Equity B,,"2,372,646.4400000000","142,242,650.5700000000",93,1 Star,Below Average,,MSCI ACWI Ex USA NR USD,1.4184470000," -5.1350000000",1.0350000000,12.5730000000,0.0620000000
Putnam Europe Equity C,Putnam,PEECX,FOUSA00I5V,19990726,Europe Stock,International Equity,C,No,19900907,PEUGX,No,20190621,Merged,Putnam International Equity C,,"9,211,498.3600000000","142,242,650.5700000000",94,1 Star,Below Average,,MSCI ACWI Ex USA NR USD,1.4085750000," -5.1500000000",1.0360000000,12.5860000000,0.0610000000
Putnam Europe Equity M,Putnam,PEUMX,FOUSA00DFJ,19941201,Europe Stock,International Equity,M,No,19900907,PEUGX,No,20190308,Liquidated,,,"2,213,958.3000000000","142,242,650.5700000000",91,1 Star,Below Average,,MSCI ACWI Ex USA NR USD,,,,,
Putnam Europe Equity R,Putnam,PEERX,FOUSA058BQ,20031201,Europe Stock,International Equity,Retirement,No,19900907,PEUGX,No,20190621,Merged,Putnam International Equity R,,"193,037.6300000000","142,242,650.5700000000",92,1 Star,Below Average,,MSCI ACWI Ex USA NR USD,1.9283730000," -4.6370000000",1.0360000000,12.5820000000,0.1020000000
Putnam Europe Equity R6,Putnam,PEURX,F000010I8W,20180522,Europe Stock,International Equity,Retirement,No,19900907,PEUGX,No,20190621,Merged,Putnam International Equity R6,,"3,218,775.5600000000","142,242,650.5700000000",87,,Below Average,,MSCI ACWI Ex USA NR USD,,,,,
Putnam Europe Equity Y,Putnam,PEUYX,FOUSA05CPY,20051004,Europe Stock,International Equity,Inst,No,19900907,PEUGX,No,20190621,Merged,Putnam International Equity Y,,"20,755,199.4700000000","142,242,650.5700000000",85,2 Stars,Below Average,,MSCI ACWI Ex USA NR USD,2.4249100000," -4.1530000000",1.0360000000,12.5930000000,0.1410000000
Dreyfus Mid-Cap Growth A,Dreyfus,FRSDX,FOUSA00G2J,19991231,Mid-Cap Growth,U.S. Equity,A,No,19610908,FRSPX,No,20180119,Merged,Dreyfus/The Boston Co Sm/Md Cp Gr A,,,"141,229,740.0000000000",67,3 Stars,,,S&P 500 TR USD,,,,,
Dreyfus Mid-Cap Growth C,Dreyfus,FRSCX,FOUSA00G4R,19991231,Mid-Cap Growth,U.S. Equity,C,No,19610908,FRSPX,No,20180119,Merged,Dreyfus/The Boston Co Sm/Md Cp Gr C,,,"141,229,740.0000000000",79,2 Stars,,,S&P 500 TR USD,,,,,
Dreyfus Mid-Cap Growth F,Dreyfus,FRSPX,FOUSA00CRD,19610908,Mid-Cap Growth,U.S. Equity,Other,Yes,19610908,FRSPX,No,20180119,Merged,Dreyfus/The Boston Co Sm/Md Cp Gr Z,,,"141,229,740.0000000000",61,3 Stars,,,S&P 500 TR USD,,,,,
Dreyfus Mid-Cap Growth I,Dreyfus,FRSRX,FOUSA00IAT,19991231,Mid-Cap Growth,U.S. Equity,Inst,No,19610908,FRSPX,No,20180119,Merged,Dreyfus/The Boston Co Sm/Md Cp Gr I,,,"141,229,740.0000000000",60,3 Stars,,,S&P 500 TR USD,,,,,
Transamerica Partners Intl Equity,Transamerica,,FOUSA00H46,19960119,Foreign Large Value,International Equity,Inv,Yes,19960119,,No,20170310,Merged,Transamerica International Equity R,,"141,087,644.0000000000","141,087,644.0000000000",57,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Eaton Vance SC Municipal Income B,Eaton Vance,EVSCX,FOUSA00C7N,19921002,Muni Single State Long,Municipal Bond,B,No,19940214,EASCX,No,20180405,Merged,Eaton Vance SC Municipal Income A,,"168,025.0000000000","141,057,235.0000000000",72,2 Stars,,,BBgBarc Municipal TR USD,,,,,
Calamos Global Convertible R,Calamos,CRGCX,F00000ULKD,20141231,Convertibles,Allocation,Retirement,No,20141231,CXGCX,No,20180222,Merged,Calamos Global Convertible A,,"8,341.0000000000","140,934,003.3300000000",66,3 Stars,,,Morningstar Mod Tgt Risk TR USD,," -2.4520000000",1.0620000000,,
Calamos Global Convertible T,Calamos,CTGCX,F00000YC4C,20170228,Convertibles,Allocation,T,No,20141231,CXGCX,No,20180702,Liquidated,,,"26,879.0000000000","140,934,003.3300000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Janus International Equity A,Janus Henderson,,FOUSA05JUO,20061128,Foreign Large Growth,International Equity,A,No,20061128,,No,20170330,Liquidated,,,"6,294,303.0000000000","140,428,723.0000000000",85,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Janus International Equity C,Janus Henderson,,FOUSA05JUP,20061128,Foreign Large Growth,International Equity,C,No,20061128,,No,20170330,Liquidated,,,"6,560,391.0000000000","140,428,723.0000000000",94,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Janus International Equity D,Janus Henderson,,F000005ILA,20100216,Foreign Large Growth,International Equity,D,No,20061128,,No,20170330,Liquidated,,,"8,813,835.0000000000","140,428,723.0000000000",83,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Janus International Equity I,Janus Henderson,,FOUSA05JUQ,20061128,Foreign Large Growth,International Equity,Inst,Yes,20061128,,No,20170330,Liquidated,,,"23,333,451.0000000000","140,428,723.0000000000",82,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Janus International Equity N,Janus Henderson,,F00000OB8A,20120531,Foreign Large Growth,International Equity,N,No,20061128,,No,20170330,Liquidated,,,"81,731,071.0000000000","140,428,723.0000000000",81,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Janus International Equity R,Janus Henderson,,FOUSA05JUS,20061128,Foreign Large Growth,International Equity,Retirement,No,20061128,,No,20170330,Liquidated,,,"2,477,144.0000000000","140,428,723.0000000000",90,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Janus International Equity S,Janus Henderson,,FOUSA05JUR,20061128,Foreign Large Growth,International Equity,S,No,20061128,,No,20170330,Liquidated,,,"7,478,009.0000000000","140,428,723.0000000000",88,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Janus International Equity T,Janus Henderson,,F000002PBE,20090706,Foreign Large Growth,International Equity,Other,No,20061128,,No,20170330,Liquidated,,,"3,740,519.0000000000","140,428,723.0000000000",83,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
BlackRock Energy Opportunities Inv B,BlackRock,BACBX,FOUSA05BJ6,20050216,Equity Energy,Sector Equity,B,No,20050216,BACIX,No,20171227,Merged,BlackRock Energy Opportunities Inv A,,,"140,129,394.6100000000",52,3 Stars,,,MSCI ACWI NR USD,,,,,
BlackRock Pacific Inv B,BlackRock,MBPCX,FOUSA00DTJ,19881021,Pacific/Asia ex-Japan Stk,International Equity,B,No,19760923,MAPCX,No,20150623,Merged,BlackRock Asian Dragon Investor A,,"291,675.0000000000","140,085,107.0600000000",19,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
PNC Small Cap A,PNC Funds,,FOUSA056SM,20040402,Small Growth,U.S. Equity,A,No,20040402,,No,20191115,Merged,Federated MDT Small Cap Core A,,"22,676,555.5100000000","139,153,175.4900000000",89,2 Stars,High,,S&P 500 TR USD,9.4488230000," -6.2650000000",1.1500000000,16.4270000000,0.5310000000
PNC Small Cap C,PNC Funds,,FOUSA056SO,20040402,Small Growth,U.S. Equity,C,No,20040402,,No,20191115,Merged,Federated MDT Small Cap Core C,,"6,928,750.2300000000","139,153,175.4900000000",92,2 Stars,High,,S&P 500 TR USD,8.6387670000," -7.0150000000",1.1500000000,16.4170000000,0.4860000000
PNC Small Cap I,PNC Funds,,FOUSA056SL,20040402,Small Growth,U.S. Equity,Inst,Yes,20040402,,No,20191115,Merged,Federated MDT Small Cap Core Instl,,"109,547,869.7500000000","139,153,175.4900000000",88,2 Stars,High,,S&P 500 TR USD,9.7171090000," -6.0280000000",1.1510000000,16.4350000000,0.5460000000
Touchstone Small Cap Growth A,Touchstone,MXCAX,FOUSA02THT,20010813,Small Growth,U.S. Equity,A,No,19980202,MXAIX,No,20180921,Merged,Touchstone Small Company A,,"23,522,529.6300000000","138,938,976.6900000000",100,1 Star,,,S&P 500 TR USD,,,,,
Touchstone Small Cap Growth C,Touchstone,MXCSX,FOUSA02TI4,20010813,Small Growth,U.S. Equity,C,No,19980202,MXAIX,No,20180921,Merged,Touchstone Small Company C,,"7,539,902.3600000000","138,938,976.6900000000",100,1 Star,,,S&P 500 TR USD,,,,,
Touchstone Small Cap Growth Instl,Touchstone,MXCIX,F00000ODFT,20120910,Small Growth,U.S. Equity,Inst,No,19980202,MXAIX,No,20180921,Merged,Touchstone Small Company Instl,,"1,777,020.6900000000","138,938,976.6900000000",99,1 Star,,,S&P 500 TR USD,,,,,
Touchstone Small Cap Growth Y,Touchstone,MXAIX,FOUSA0094J,19980202,Small Growth,U.S. Equity,Adv,Yes,19980202,MXAIX,No,20180921,Merged,Touchstone Small Company Y,,"106,099,524.0100000000","138,938,976.6900000000",99,1 Star,,,S&P 500 TR USD,,,,,
PIMCO Unconstrained Tax Managed Bd D,PIMCO,ATMDX,FOUSA08MCM,20090130,Nontraditional Bond,Taxable Bond,D,No,20090130,PUTIX,No,20180323,Merged,PIMCO Strategic Bond A,,"4,912,264.0000000000","138,222,424.3400000000",19,4 Stars,,,BBgBarc US Agg Bond TR USD,,3.2080000000," -0.0140000000",,
Eaton Vance OR Municipal Income B,Eaton Vance,EVORX,FOUSA00C95,19911224,Muni Single State Long,Municipal Bond,B,No,19931228,ETORX,No,20180405,Merged,Eaton Vance OR Municipal Income A,,"81,620.0000000000","138,008,784.0000000000",57,3 Stars,,,BBgBarc Municipal TR USD,,,,,
BMO Mid-Cap Value R3,BMO Funds,BMVDX,F00000T2S9,20140527,Mid-Cap Value,U.S. Equity,Retirement,No,20080131,MRVIX,No,20180511,Liquidated,,,"23,517.0000000000","137,988,404.3800000000",77,2 Stars,,,S&P 500 TR USD,,,,,
BMO Mid-Cap Value Y,BMO Funds,,FOUSA00B8E,19930930,Mid-Cap Value,U.S. Equity,Inv,No,20080131,MRVIX,No,20170602,Merged,BMO Mid-Cap Value A,,"135,608,056.0000000000","137,988,404.3800000000",52,3 Stars,,,S&P 500 TR USD,,,,,
Eaton Vance NC Municipal Income B,Eaton Vance,EVNCX,FOUSA00C8Z,19911023,Muni Single State Long,Municipal Bond,B,No,19931207,ETNCX,No,20180405,Merged,Eaton Vance NC Municipal Income A,,"148,522.0000000000","137,205,893.0000000000",89,1 Star,,,BBgBarc Municipal TR USD,,,,,
Hancock Horizon Growth C,Hancock Horizon,,FOUSA02T03,20010131,Large Growth,U.S. Equity,C,No,20010131,,No,20170130,Liquidated,,,"566,292.0000000000","136,575,062.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
Hancock Horizon Growth Instl,Hancock Horizon,,FOUSA02T02,20010131,Large Growth,U.S. Equity,Inst,Yes,20010131,,No,20170130,Liquidated,,,"112,921,976.0000000000","136,575,062.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Hancock Horizon Growth Inv,Hancock Horizon,,FOUSA02T04,20010131,Large Growth,U.S. Equity,A,No,20010131,,No,20170130,Liquidated,,,"21,939,270.0000000000","136,575,062.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Goldman Sachs Intl Small Cap A,Goldman Sachs,,FOUSA00IG1,19980501,Foreign Small/Mid Growth,International Equity,A,No,19980501,,No,20160205,Merged,Goldman Sachs Intl Sm Cp Insghts A,,"13,125,210.0000000000","135,608,241.0000000000",47,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Goldman Sachs Intl Small Cap B,Goldman Sachs,GISBX,FOUSA00KYY,19980501,Foreign Small/Mid Growth,International Equity,B,No,19980501,,No,20141114,Merged,Goldman Sachs Intl Small Cap A,,"230,333.0000000000","135,608,241.0000000000",56,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Goldman Sachs Intl Small Cap C,Goldman Sachs,,FOUSA00IY0,19980501,Foreign Small/Mid Growth,International Equity,C,No,19980501,,No,20160205,Merged,Goldman Sachs Intl Sm Cp Insghts C,,"3,262,397.0000000000","135,608,241.0000000000",64,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Goldman Sachs Intl Small Cap Instl,Goldman Sachs,,FOUSA00IBX,19980501,Foreign Small/Mid Growth,International Equity,Inst,Yes,19980501,,No,20160205,Merged,Goldman Sachs Intl Sm Cp Insghts Instl,,"116,533,256.0000000000","135,608,241.0000000000",49,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Goldman Sachs Intl Small Cap IR,Goldman Sachs,,F00000J3JC,20100831,Foreign Small/Mid Growth,International Equity,Retirement,No,19980501,,No,20160205,Merged,Goldman Sachs Intl Sm Cp Insghts Inv,,"1,459,530.0000000000","135,608,241.0000000000",52,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Goldman Sachs Intl Small Cap Svc,Goldman Sachs,,FOUSA00I6P,19980501,Foreign Small/Mid Growth,International Equity,S,No,19980501,,No,20160205,Merged,Goldman Sachs Intl Sm Cp Insghts A,,"1,227,848.0000000000","135,608,241.0000000000",55,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Ancora/Thelen Small-Mid Cap C,Ancora,,F00000OXNM,20130102,Small Blend,U.S. Equity,C,No,20130102,AATIX,No,20170628,Merged,Ancora/Thelen Small-Mid Cap I,,"53,532.0000000000","134,999,062.8000000000",77,2 Stars,,,S&P 500 TR USD,,,,,
AB Unconstrained Bond B,AllianceBernstein,,FOUSA00H49,19960321,Nontraditional Bond,Taxable Bond,B,No,19960109,AGSAX,No,20191107,Liquidated,,,"51,746.5400000000","134,900,283.4000000000",100,1 Star,,,BBgBarc US Agg Bond TR USD," -1.2514340000"," -2.1710000000"," -0.4020000000",3.6290000000," -0.7680000000"
Wells Fargo Pennsylvania Tax-Free B,Wells Fargo Funds,,FOUSA00DCV,19930201,Muni Pennsylvania,Municipal Bond,B,No,19901227,EKVAX,No,20161205,Merged,Wells Fargo Pennsylvania Tax-Free A,,"18,012.0000000000","134,390,414.4800000000",86,2 Stars,,,BBgBarc Municipal TR USD,,,,,
Dana Large Cap Equity A,Dana Investment,,F000005JQI,20100728,Large Blend,U.S. Equity,A,No,20100301,DLCEX,No,20171013,Merged,Dana Large Cap Equity Investor,,"1,420,178.0000000000","133,611,053.2000000000",56,3 Stars,,,S&P 500 TR USD,,,,,
Putnam MN Tax Exempt Income M,Putnam,,FOUSA00BGU,19950403,Muni Minnesota,Municipal Bond,M,No,19891023,PXMNX,No,20191125,Merged,Putnam MN Tax Exempt Income A,,"306,796.8300000000","133,298,751.6500000000",68,2 Stars,,,BBgBarc Municipal TR USD,2.6410640000," -0.5960000000",0.8120000000,2.8660000000,0.3570000000
Hancock Horizon Quant Long/Short C,Hancock Horizon,HHQCX,FOUSA07ZZI,20080930,Long-Short Equity,Alternative,C,No,20080930,HHQTX,No,20190528,Merged,Hancock Horizon Quant Long/Short Inv,,"2,203,732.8000000000","133,276,269.4400000000",68,2 Stars,Below Average,,S&P 500 TR USD,3.7035870000," -5.3900000000",0.6010000000,6.9930000000,0.3610000000
Transamerica Partners Mid Value,Transamerica,,FOUSA02URV,20010815,Mid-Cap Blend,U.S. Equity,Inv,Yes,20010815,,No,20170324,Merged,Transamerica Mid Cap Value Opps R,,"135,583,616.0000000000","132,969,517.0000000000",7,5 Stars,,,S&P 500 TR USD,,,,,
PNC Limited Maturity Bond A,PNC Funds,PLFAX,FOUSA00EB0,19940909,Short-Term Bond,Taxable Bond,A,No,19940707,PMYIX,No,20181019,Liquidated,,,"1,288,544.9800000000","132,854,116.8600000000",92,1 Star,,,BBgBarc US Agg Bond TR USD,," -0.7200000000",0.2440000000,,
PNC Limited Maturity Bond C,PNC Funds,PFLCX,FOUSA00EKW,20000127,Short-Term Bond,Taxable Bond,C,No,19940707,PMYIX,No,20181019,Liquidated,,,"366,275.2000000000","132,854,116.8600000000",99,1 Star,,,BBgBarc US Agg Bond TR USD,," -1.4630000000",0.2550000000,,
PNC Limited Maturity Bond I,PNC Funds,PMYIX,FOUSA00EYX,19940707,Short-Term Bond,Taxable Bond,Inst,Yes,19940707,PMYIX,No,20181019,Liquidated,,,"163,939,997.0400000000","132,854,116.8600000000",87,2 Stars,,,BBgBarc US Agg Bond TR USD,," -0.5300000000",0.2510000000,,
Fidelity Advisor® Equity Value B,Fidelity Investments,,FOUSA02T7R,20010509,Large Value,U.S. Equity,B,No,20010509,FAIVX,No,20160624,Merged,Fidelity Advisor® Equity Value A,,"1,312,946.0000000000","132,818,537.1700000000",27,3 Stars,,,S&P 500 TR USD,,,,,
BlackRock Natural Resources Inv B,BlackRock,MBGRX,FOUSA00DSD,19850802,Natural Resources,Sector Equity,B,No,19881024,MAGRX,No,20171227,Merged,BlackRock Natural Resources Inv A,,,"132,743,216.6300000000",20,4 Stars,,,MSCI ACWI NR USD,," -10.0350000000",1.1120000000,,
HSBC Opportunity B,HSBC,,FOUSA00I6I,19980106,Mid-Cap Growth,U.S. Equity,B,No,19960903,RESCX,No,20190802,Liquidated,,,181.6500000000,"132,550,929.7900000000",73,2 Stars,Below Average,,S&P 500 TR USD,12.5296710000," -2.5830000000",1.1950000000,15.3900000000,0.7480000000
American Century Capital Val A,American Century Investments,,FOUSA00ICO,20030514,Large Value,U.S. Equity,A,No,19990331,,No,20191023,Merged,American Century Value A,,"2,886,427.6600000000","132,169,086.7500000000",73,2 Stars,Above Average,,S&P 500 TR USD,8.4474430000," -4.1370000000",0.9730000000,12.5900000000,0.5800000000
American Century Capital Val Inv,American Century Investments,,FOUSA00IIZ,19990331,Large Value,U.S. Equity,Inv,Yes,19990331,,No,20191023,Merged,American Century Value Inv,,"126,682,792.8000000000","132,169,086.7500000000",68,3 Stars,Above Average,,S&P 500 TR USD,8.6979000000," -3.8590000000",0.9690000000,12.5440000000,0.6000000000
American Century Capital Value I,American Century Investments,,FOUSA00HIZ,20020301,Large Value,U.S. Equity,Inst,No,19990331,,No,20191023,Merged,American Century Value I,,"3,455,560.6400000000","132,169,086.7500000000",63,3 Stars,Above Average,,S&P 500 TR USD,8.8990530000," -3.7340000000",0.9750000000,12.6120000000,0.6120000000
JHFunds2 Real Return Bond 1,John Hancock,,FOUSA05CNJ,20051014,Inflation-Protected Bond,Taxable Bond,Other,No,20051014,,No,20191018,Liquidated,,,"69,138,338.8400000000","132,046,249.8600000000",43,3 Stars,,,BBgBarc US Agg Bond TR USD,2.0014690000," -0.6570000000",0.8130000000,3.1880000000,0.1360000000
JHFunds2 Real Return Bond NAV,John Hancock,,FOUSA05CKJ,20051014,Inflation-Protected Bond,Taxable Bond,Other,Yes,20051014,,No,20191018,Liquidated,,,"62,907,911.0200000000","132,046,249.8600000000",39,3 Stars,,,BBgBarc US Agg Bond TR USD,2.0614370000," -0.5970000000",0.8120000000,3.2120000000,0.1540000000
Pioneer International Value B,Pioneer Investments,PBIFX,FOUSA00EJH,19940404,Foreign Large Blend,International Equity,B,No,19930325,PIIFX,No,20141110,Merged,Pioneer International Equity A,,"2,077,406.0000000000","132,021,047.6100000000",85,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
SunAmerica US Govt Securities B,AIG,SGTBX,FOUSA00CB5,19860303,Intermediate Government,Taxable Bond,B,No,19931001,SGTAX,No,20150127,Merged,AIG US Government Securities A,,"5,766,809.0000000000","131,835,423.7300000000",99,1 Star,,,BBgBarc US Agg Bond TR USD,," -3.1000000000",1.0870000000,,
T. Rowe Price Summit GNMA,T. Rowe Price,PRSUX,FOUSA00E1H,19931029,Intermediate Government,Taxable Bond,No Load,Yes,19931029,PRSUX,No,20140516,Merged,T. Rowe Price GNMA,,"131,405,557.0000000000","131,405,557.0000000000",43,3 Stars,,,BBgBarc US Agg Bond TR USD,," -0.4790000000",0.8380000000,,
Huntington Fixed-Income Securities A,Rational Funds,HFIIX,FOUSA00DWP,19910501,Intermediate Core Bond,Taxable Bond,A,No,19890703,HFISX,No,20140516,Merged,Federated Total Return Bond A,,"7,022,499.0000000000","131,203,091.0000000000",86,1 Star,,,BBgBarc US Agg Bond TR USD,," -0.7020000000",0.9380000000,,
