Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
Huntington Fixed-Income Securities Instl,Rational Funds,HFISX,FOUSA00DWQ,19890703,Intermediate Core Bond,Taxable Bond,Other,Yes,19890703,HFISX,No,20140516,Merged,Federated Total Return Bond Instl,,"124,180,592.0000000000","131,203,091.0000000000",79,2 Stars,,,BBgBarc US Agg Bond TR USD,," -0.4330000000",0.9350000000,,
Franklin Global Real Estate A,Franklin Templeton Investments,FGRRX,FOUSA05HI3,20060616,Global Real Estate,Sector Equity,A,No,20060616,FVGRX,No,20180427,Merged,Franklin Real Estate Securities A,,"69,721,541.6300000000","131,103,943.6100000000",88,2 Stars,,,MSCI ACWI NR USD,,,,,
Franklin Global Real Estate Adv,Franklin Templeton Investments,FVGRX,FOUSA05HI5,20060616,Global Real Estate,Sector Equity,Adv,Yes,20060616,FVGRX,No,20180427,Merged,Franklin Real Estate Securities Adv,,"49,351,047.1800000000","131,103,943.6100000000",82,2 Stars,,,MSCI ACWI NR USD,,,,,
Franklin Global Real Estate C,Franklin Templeton Investments,FCGRX,FOUSA05HI4,20060616,Global Real Estate,Sector Equity,C,No,20060616,FVGRX,No,20180427,Merged,Franklin Real Estate Securities C,,"12,005,870.0200000000","131,103,943.6100000000",95,1 Star,,,MSCI ACWI NR USD,,,,,
Franklin Global Real Estate R6,Franklin Templeton Investments,FGGRX,F00000PW2R,20130501,Global Real Estate,Sector Equity,Retirement,No,20060616,FVGRX,No,20180427,Merged,Franklin Real Estate Securities R6,,"25,484.7800000000","131,103,943.6100000000",78,2 Stars,,,MSCI ACWI NR USD,,,,,
AllianzGI Global Dynamic Allocation D,Allianz Global Investors,,FOUSA08PJ1,20090427,Tactical Allocation,Allocation,D,No,20090427,AGAIX,No,20151113,Merged,AllianzGI Global Dynamic Allocation A,,"83,753.0000000000","130,592,602.8700000000",19,4 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Transamerica Floating Rate T1,Transamerica,TFLTX,F00000YPLL,20170317,Bank Loan,Taxable Bond,Other,No,20131031,TFLIX,No,20190215,Liquidated,,,"10,446.3800000000","130,418,623.7200000000",60,,,,BBgBarc US Agg Bond TR USD,,,,,
VY® Templeton Global Growth A,Voya,,FOUSA06BM3,20061229,World Large Stock,International Equity,Adv,No,19921021,,No,20190823,Merged,Voya Global Equity Port A,,"6,631.8600000000","129,523,708.3300000000",97,1 Star,Average,,MSCI ACWI Ex USA NR USD,4.6505220000," -2.5260000000",1.0550000000,13.0550000000,0.2960000000
VY® Templeton Global Growth I,Voya,,FOUSA06BM4,20060428,World Large Stock,International Equity,Inst,No,19921021,,No,20190823,Merged,Voya Global Equity Port I,,"567,641.6400000000","129,523,708.3300000000",93,1 Star,Average,,MSCI ACWI Ex USA NR USD,5.3018980000," -1.9310000000",1.0620000000,13.1530000000,0.3420000000
VY® Templeton Global Growth S,Voya,,FOUSA05ISA,19921021,World Large Stock,International Equity,S,Yes,19921021,,No,20190823,Merged,Voya Global Equity Port S,,"126,727,134.5200000000","129,523,708.3300000000",94,1 Star,Average,,MSCI ACWI Ex USA NR USD,5.0254190000," -2.1630000000",1.0550000000,13.0720000000,0.3230000000
VY® Templeton Global Growth S2,Voya,,FOUSA04BPB,20020909,World Large Stock,International Equity,S,No,19921021,,No,20190823,Merged,Voya Global Equity Port S2,,"2,222,300.3100000000","129,523,708.3300000000",94,1 Star,Average,,MSCI ACWI Ex USA NR USD,4.9148370000," -2.2950000000",1.0600000000,13.1370000000,0.3140000000
Natixis AEW Real Estate B,Natixis Funds,,FOUSA02U2L,20001229,Global Real Estate,Sector Equity,B,No,20000831,NRFYX,No,20160111,Merged,Natixis AEW Real Estate A,,"69,341.0000000000","129,411,495.9100000000",59,2 Stars,,,MSCI ACWI NR USD,,,,,
Third Avenue International Value Instl,Third Avenue,TAVIX,FOUSA02VFE,20011231,Foreign Small/Mid Value,International Equity,Inst,Yes,20011231,TAVIX,No,20180316,Merged,Third Avenue Value Instl,,"123,750,615.0000000000","129,145,171.0000000000",57,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Third Avenue International Value Inv,Third Avenue,TVIVX,F000005MZ7,20091231,Foreign Small/Mid Value,International Equity,Inv,No,20011231,TAVIX,No,20180316,Merged,Third Avenue Value Investor,,"5,394,556.0000000000","129,145,171.0000000000",60,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
AB 2025 Retirement Strategy A,AllianceBernstein,,FOUSA05CI5,20050901,Target-Date 2025,Allocation,A,No,20050901,,No,20151120,Liquidated,,,"25,208,326.0000000000","129,131,082.0000000000",49,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2025 Retirement Strategy Advisor,AllianceBernstein,,FOUSA05CI6,20050901,Target-Date 2025,Allocation,Adv,No,20050901,,No,20151120,Liquidated,,,"2,879,930.0000000000","129,131,082.0000000000",41,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2025 Retirement Strategy B,AllianceBernstein,,FOUSA05CI7,20050901,Target-Date 2025,Allocation,B,No,20050901,,No,20151120,Liquidated,,,"543,134.0000000000","129,131,082.0000000000",68,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2025 Retirement Strategy C,AllianceBernstein,,FOUSA05CI8,20050901,Target-Date 2025,Allocation,C,No,20050901,,No,20151120,Liquidated,,,"4,076,174.0000000000","129,131,082.0000000000",70,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2025 Retirement Strategy I,AllianceBernstein,,FOUSA05CI9,20050901,Target-Date 2025,Allocation,Inst,Yes,20050901,,No,20151120,Liquidated,,,"5,155,298.0000000000","129,131,082.0000000000",40,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2025 Retirement Strategy K,AllianceBernstein,,FOUSA05CIA,20050901,Target-Date 2025,Allocation,Retirement,No,20050901,,No,20151120,Liquidated,,,"75,826,048.0000000000","129,131,082.0000000000",47,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2025 Retirement Strategy R,AllianceBernstein,,FOUSA05CIB,20050901,Target-Date 2025,Allocation,Retirement,No,20050901,,No,20151120,Liquidated,,,"15,442,172.0000000000","129,131,082.0000000000",56,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Putnam International Value M,Putnam,,FOUSA00G3W,19960801,Foreign Large Value,International Equity,M,No,19960801,PNGAX,No,20191125,Merged,Putnam International Value A,,"1,970,376.4400000000","128,972,878.1400000000",68,3 Stars,Average,,MSCI ACWI Ex USA NR USD,5.1864600000," -2.5850000000",0.9830000000,11.6650000000,0.3490000000
Putnam International Value R5,Putnam,,F00000RG24,20131202,Foreign Large Value,International Equity,Retirement,No,19960801,PNGAX,No,20160201,Liquidated,,,"8,722.0000000000","128,972,878.1400000000",51,,,,MSCI ACWI Ex USA NR USD,,,,,
PIMCO Emerging Markets Corp Bd I2,PIMCO,PMIPX,F00000JXNA,20101015,Emerging Markets Bond,Taxable Bond,Other,No,20090701,PEMIX,No,20180131,Liquidated,,,,"128,229,803.9900000000",60,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
PIMCO Emerging Markets Corporate Bd A,PIMCO,PECZX,F00000N4CN,20111118,Emerging Markets Bond,Taxable Bond,A,No,20090701,PEMIX,No,20180131,Liquidated,,,,"128,229,803.9900000000",66,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
PIMCO Emerging Markets Corporate Bd C,PIMCO,,F00000N4CO,20111118,Emerging Markets Bond,Taxable Bond,C,No,20090701,PEMIX,No,20170728,Liquidated,,,"265,458.0000000000","128,229,803.9900000000",84,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
PIMCO Emerging Markets Corporate Bd D,PIMCO,,F00000N2DQ,20111118,Emerging Markets Bond,Taxable Bond,D,No,20090701,PEMIX,No,20170113,Liquidated,,,"187,473.0000000000","128,229,803.9900000000",73,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Madison Large Cap Growth A,Madison Funds,,FOUSA00GDX,19971229,Large Growth,U.S. Equity,A,Yes,19971229,,No,20160226,Merged,Madison Investors A,,"62,299,581.0000000000","128,015,496.0000000000",55,2 Stars,,,S&P 500 TR USD,,,,,
Madison Large Cap Growth B,Madison Funds,,FOUSA00HSU,19971229,Large Growth,U.S. Equity,B,No,19971229,,No,20160219,Merged,Madison Large Cap Growth A,,"4,286,552.0000000000","128,015,496.0000000000",66,2 Stars,,,S&P 500 TR USD,,,,,
Madison Large Cap Growth Y,Madison Funds,,FOUSA05IIW,20060630,Large Growth,U.S. Equity,No Load,No,19971229,,No,20160226,Merged,Madison Investors Y,,"65,715,915.0000000000","128,015,496.0000000000",49,3 Stars,,,S&P 500 TR USD,,,,,
PIMCO National Interm Muni Bond D,PIMCO,PMNDX,F00000NZBJ,20120531,Muni National Interm,Municipal Bond,D,No,20120531,PMNIX,No,20180323,Merged,PIMCO National Interm Muni Bond A,,"1,520,875.0000000000","127,953,690.6200000000",26,3 Stars,,,BBgBarc Municipal TR USD,,,,,
Ivy European Opportunities A,(Junk) Ivy Funds,IEOAX,FOUSA00J2R,19990504,Europe Stock,International Equity,A,No,19990503,IEOVX,No,20181105,Merged,Ivy International Core Equity A,,"63,945,085.0900000000","127,903,450.2000000000",62,3 Stars,Average,,MSCI ACWI Ex USA NR USD,,,,,
Ivy European Opportunities B,(Junk) Ivy Funds,IEOBX,FOUSA00J3K,19990524,Europe Stock,International Equity,B,No,19990503,IEOVX,No,20181105,Merged,Ivy International Core Equity B,,"356,036.8700000000","127,903,450.2000000000",82,2 Stars,Average,,MSCI ACWI Ex USA NR USD,,,,,
Ivy European Opportunities C,(Junk) Ivy Funds,IEOCX,FOUSA00HQK,19991025,Europe Stock,International Equity,C,No,19990503,IEOVX,No,20181105,Merged,Ivy International Core Equity C,,"2,661,571.7000000000","127,903,450.2000000000",75,2 Stars,Average,,MSCI ACWI Ex USA NR USD,,,,,
Ivy European Opportunities I,(Junk) Ivy Funds,IEOIX,FOUSA06BJF,20070402,Europe Stock,International Equity,Inst,No,19990503,IEOVX,No,20181105,Merged,Ivy International Core Equity I,,"57,704,616.9100000000","127,903,450.2000000000",54,3 Stars,Average,,MSCI ACWI Ex USA NR USD,,,,,
Ivy European Opportunities N,(Junk) Ivy Funds,IEURX,F00000U1F9,20140731,Europe Stock,International Equity,N,No,19990503,IEOVX,No,20181105,Merged,Ivy International Core Equity N,,"1,918,554.7100000000","127,903,450.2000000000",52,3 Stars,Average,,MSCI ACWI Ex USA NR USD,,,,,
Ivy European Opportunities R,(Junk) Ivy Funds,IYEUX,F00000OYL0,20121219,Europe Stock,International Equity,Retirement,No,19990503,IEOVX,No,20181105,Merged,Ivy International Core Equity R,,"515,543.7900000000","127,903,450.2000000000",65,3 Stars,Average,,MSCI ACWI Ex USA NR USD,,,,,
Ivy European Opportunities Y,(Junk) Ivy Funds,IEOYX,FOUSA04B6C,20030724,Europe Stock,International Equity,Inst,No,19990503,IEOVX,No,20181105,Merged,Ivy International Core Equity Y,,"697,906.0200000000","127,903,450.2000000000",58,3 Stars,Average,,MSCI ACWI Ex USA NR USD,,,,,
Loomis Sayles Value A,Natixis Funds,LSVRX,FOUSA05HZ1,20060630,Large Value,U.S. Equity,A,No,19910513,LSGIX,No,20180831,Liquidated,,,"76,242,880.7500000000","127,698,973.0000000000",92,1 Star,,,S&P 500 TR USD,,,,,
Loomis Sayles Value Admin,Natixis Funds,LSAVX,F000005IF9,20100201,Large Value,U.S. Equity,Other,No,19910513,LSGIX,No,20180831,Liquidated,,,"971,301.1400000000","127,698,973.0000000000",94,1 Star,,,S&P 500 TR USD,,,,,
Loomis Sayles Value B,Natixis Funds,,FOUSA06ILF,20070601,Large Value,U.S. Equity,B,No,19910513,LSGIX,No,20160111,Merged,Loomis Sayles Value A,,"38,942.0000000000","127,698,973.0000000000",56,3 Stars,,,S&P 500 TR USD,,,,,
Loomis Sayles Value C,Natixis Funds,LSCVX,FOUSA06ILG,20070601,Large Value,U.S. Equity,C,No,19910513,LSGIX,No,20180831,Liquidated,,,"6,062,572.3300000000","127,698,973.0000000000",96,1 Star,,,S&P 500 TR USD,,,,,
Loomis Sayles Value N,Natixis Funds,LSVNX,F00000PHG1,20130201,Large Value,U.S. Equity,N,No,19910513,LSGIX,No,20180831,Liquidated,,,"84,900,274.2100000000","127,698,973.0000000000",89,2 Stars,,,S&P 500 TR USD,,,,,
Loomis Sayles Value Y,Natixis Funds,LSGIX,FOUSA00DKK,19910513,Large Value,U.S. Equity,Inst,Yes,19910513,LSGIX,No,20180831,Liquidated,,,"168,406,099.9500000000","127,698,973.0000000000",90,2 Stars,,,S&P 500 TR USD,,,,,
Cove Street Capital Small Cap Val Inv,Cove Street Capital,,FOUSA00JLP,19980930,Small Blend,U.S. Equity,Inv,No,20011003,CSCAX,No,20151125,Merged,Cove Street Capital Small Cap Val Instl,,"27,930,336.0000000000","127,554,356.3800000000",53,3 Stars,,,S&P 500 TR USD,,,,,
AB 2020 Retirement Strategy A,AllianceBernstein,,FOUSA05CHY,20050901,Target-Date 2020,Allocation,A,No,20050901,,No,20151120,Liquidated,,,"23,119,400.0000000000","127,039,349.0000000000",39,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2020 Retirement Strategy Advisor,AllianceBernstein,,FOUSA05CHZ,20050901,Target-Date 2020,Allocation,Adv,No,20050901,,No,20151120,Liquidated,,,"3,456,922.0000000000","127,039,349.0000000000",34,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2020 Retirement Strategy B,AllianceBernstein,,FOUSA05CI0,20050901,Target-Date 2020,Allocation,B,No,20050901,,No,20151120,Liquidated,,,"548,870.0000000000","127,039,349.0000000000",52,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2020 Retirement Strategy C,AllianceBernstein,,FOUSA05CI1,20050901,Target-Date 2020,Allocation,C,No,20050901,,No,20151120,Liquidated,,,"4,746,807.0000000000","127,039,349.0000000000",54,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2020 Retirement Strategy I,AllianceBernstein,,FOUSA05CI2,20050901,Target-Date 2020,Allocation,Inst,Yes,20050901,,No,20151120,Liquidated,,,"16,568,817.0000000000","127,039,349.0000000000",33,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2020 Retirement Strategy K,AllianceBernstein,,FOUSA05CI3,20050901,Target-Date 2020,Allocation,Retirement,No,20050901,,No,20151120,Liquidated,,,"63,804,234.0000000000","127,039,349.0000000000",38,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
AB 2020 Retirement Strategy R,AllianceBernstein,,FOUSA05CI4,20050901,Target-Date 2020,Allocation,Retirement,No,20050901,,No,20151120,Liquidated,,,"14,794,299.0000000000","127,039,349.0000000000",42,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
MassMutual Premier Cap Apprec A,MassMutual,MACAX,FOUSA05BB1,20041231,Large Growth,U.S. Equity,A,No,20041231,MCASX,No,20140516,Liquidated,,,"13,296,717.0000000000","126,999,208.0000000000",74,2 Stars,,,S&P 500 TR USD,,,,,
MassMutual Premier Cap Apprec Adm,MassMutual,MCALX,FOUSA05BB4,20041231,Large Growth,U.S. Equity,Other,No,20041231,MCASX,No,20140516,Liquidated,,,"2,648,208.0000000000","126,999,208.0000000000",71,3 Stars,,,S&P 500 TR USD,,,,,
MassMutual Premier Cap Apprec R3,MassMutual,MCANX,FOUSA05BB2,20041231,Large Growth,U.S. Equity,N,No,20041231,MCASX,No,20140516,Liquidated,,,97.0000000000,"126,999,208.0000000000",75,3 Stars,,,S&P 500 TR USD,,,,,
MassMutual Premier Cap Apprec R5,MassMutual,MCASX,FOUSA05BB3,20041231,Large Growth,U.S. Equity,S,Yes,20041231,MCASX,No,20140516,Liquidated,,,"107,721,027.0000000000","126,999,208.0000000000",67,3 Stars,,,S&P 500 TR USD,,,,,
MassMutual Premier Cap Apprec Svc,MassMutual,MCAYX,FOUSA05BB0,20041231,Large Growth,U.S. Equity,Inst,No,20041231,MCASX,No,20140516,Liquidated,,,"3,333,159.0000000000","126,999,208.0000000000",69,3 Stars,,,S&P 500 TR USD,,,,,
Voya Mid Cap Research Enhanced Index B,Voya,,FOUSA00H6X,19990301,Mid-Cap Blend,U.S. Equity,B,No,19980203,VYMSX,No,20170502,Merged,Voya Mid Cap Research Enhanced Index A,,"5,274.0000000000","126,641,723.4100000000",68,2 Stars,,,S&P 500 TR USD,,,,,
Voya Mid Cap Research Enhanced Index O,Voya,,FOUSA02TXY,20010801,Mid-Cap Blend,U.S. Equity,Other,No,19980203,VYMSX,No,20191125,Merged,Voya Mid Cap Research Enhanced Index A,,"3,692,419.7000000000","126,641,723.4100000000",80,2 Stars,Average,,S&P 500 TR USD,8.2024380000," -8.1740000000",1.1990000000,15.6920000000,0.4760000000
Nuveen Core Bond A,Nuveen,FAIIX,FOUSA00B4C,19950109,Intermediate Core Bond,Taxable Bond,A,No,19930105,FINIX,No,20190614,Merged,TIAA-CREF Bond Retail,,"15,943,374.7400000000","126,585,202.5400000000",61,3 Stars,,,BBgBarc US Agg Bond TR USD,2.1619600000," -0.2990000000",0.9750000000,3.0980000000,0.2560000000
Nuveen Core Bond C,Nuveen,NTIBX,F00000JZCR,20110118,Intermediate Core Bond,Taxable Bond,C,No,19930105,FINIX,No,20190614,Merged,TIAA-CREF Bond Retail,,"1,756,586.5700000000","126,585,202.5400000000",92,1 Star,,,BBgBarc US Agg Bond TR USD,1.3617350000," -1.0790000000",0.9670000000,3.0700000000," -0.0020000000"
Nuveen Core Bond I,Nuveen,FINIX,FOUSA00ENL,19930105,Intermediate Core Bond,Taxable Bond,Inst,Yes,19930105,FINIX,No,20190614,Merged,TIAA-CREF Bond Advisor,,"49,042,342.3100000000","126,585,202.5400000000",42,3 Stars,,,BBgBarc US Agg Bond TR USD,2.3907640000," -0.0830000000",0.9830000000,3.1230000000,0.3270000000
Nuveen Core Bond R6,Nuveen,NTIFX,F00000UQTC,20150120,Intermediate Core Bond,Taxable Bond,Retirement,No,19930105,FINIX,No,20190614,Merged,TIAA-CREF Bond Instl,,"59,842,898.9200000000","126,585,202.5400000000",35,3 Stars,,,BBgBarc US Agg Bond TR USD,2.4572870000," -0.0140000000",0.9790000000,3.1130000000,0.3490000000
Payden GNMA Adviser,Paydenfunds,,F000003ZBA,20091102,Intermediate Government,Taxable Bond,Adv,No,19990827,PYGNX,No,20171016,Liquidated,,,"16,599,974.0000000000","126,572,635.9000000000",39,3 Stars,,,BBgBarc US Agg Bond TR USD,,0.3320000000,0.5150000000,,
Goldman Sachs Focused Intl Equity B,Goldman Sachs,GSEBX,FOUSA00JYC,19960501,Foreign Large Blend,International Equity,B,No,19921201,GSISX,No,20141114,Merged,Goldman Sachs International Eq ESG A,,"266,348.0000000000","126,546,277.4200000000",51,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Gabelli Entpr Mergers & Acquisitions B,Gabelli,EMABX,FOUSA02SSH,20010228,Long-Short Equity,Alternative,B,No,20010228,EMAYX,No,20141208,Liquidated,,,"880,993.0000000000","126,227,518.2700000000",99,1 Star,,,S&P 500 TR USD,," -2.7070000000",0.4580000000,,
Gabelli Entpr Mergers & Acquisitions T,Gabelli,EMATX,F00000Z666,20170630,Long-Short Equity,Alternative,Other,No,20010228,EMAYX,No,20180920,Liquidated,,,"1,040.0000000000","126,227,518.2700000000",5,,,,S&P 500 TR USD,,,,,
SunAmerica GNMA A,AIG,GNMAX,FOUSA00CKG,19931011,Intermediate Government,Taxable Bond,A,No,19830425,GNMBX,No,20141107,Merged,AIG US Government Securities A,,"97,977,933.0000000000","126,125,689.0000000000",98,1 Star,,,BBgBarc US Agg Bond TR USD,," -2.5650000000",0.8840000000,,
SunAmerica GNMA B,AIG,GNMBX,FOUSA00D3J,19830425,Intermediate Government,Taxable Bond,B,Yes,19830425,GNMBX,No,20141107,Merged,SunAmerica US Govt Securities B,,"9,154,415.0000000000","126,125,689.0000000000",100,1 Star,,,BBgBarc US Agg Bond TR USD,," -3.2430000000",0.8980000000,,
SunAmerica GNMA C,AIG,GNMTX,FOUSA00IJF,19990601,Intermediate Government,Taxable Bond,C,No,19830425,GNMBX,No,20141107,Merged,AIG US Government Securities C,,"18,993,341.0000000000","126,125,689.0000000000",99,1 Star,,,BBgBarc US Agg Bond TR USD,," -3.1890000000",0.8790000000,,
AllianzGI Small-Cap D,Allianz Global Investors,,F00000PTVA,20130701,Small Blend,U.S. Equity,D,No,20130701,AZBIX,No,20151113,Merged,AllianzGI Small-Cap A,,"590,511.0000000000","126,094,425.3200000000",,,,,S&P 500 TR USD,,,,,
FMC Select,FMC Funds,FMSLX,FOUSA00FN6,19950508,Large Growth,U.S. Equity,Inst,Yes,19950508,FMSLX,No,20181029,Liquidated,,,"198,185,388.9800000000","125,959,414.9700000000",99,1 Star,Low,,S&P 500 TR USD,,,,,
Principal Real Estate Debt Income A,Principal Funds,,F00000UKSB,20141231,Intermediate Core-Plus Bond,Taxable Bond,A,No,20141231,,No,20190823,Liquidated,,,"3,944,830.6400000000","125,934,086.5000000000",27,4 Stars,,,BBgBarc US Agg Bond TR USD,3.0328390000,0.9690000000,0.8020000000,2.8190000000,0.5550000000
Principal Real Estate Debt Income Instl,Principal Funds,,F00000UKSC,20141231,Intermediate Core-Plus Bond,Taxable Bond,Inst,Yes,20141231,,No,20190823,Liquidated,,,"9,838,579.6500000000","125,934,086.5000000000",15,4 Stars,,,BBgBarc US Agg Bond TR USD,3.3397300000,1.2640000000,0.8070000000,2.8080000000,0.6660000000
Principal Real Estate Debt Income P,Principal Funds,,F00000VKM4,20150615,Intermediate Core-Plus Bond,Taxable Bond,Other,No,20141231,,No,20170623,Merged,Principal Real Estate Debt Income Instl,,"75,475.0000000000","125,934,086.5000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Principal Real Estate Debt Income R-6,Principal Funds,,F00000XWYJ,20170103,Intermediate Core-Plus Bond,Taxable Bond,Retirement,No,20141231,,No,20190823,Liquidated,,,"112,150,676.2100000000","125,934,086.5000000000",14,,,,BBgBarc US Agg Bond TR USD,,,,2.7930000000,0.6980000000
Templeton BRIC A,Franklin Templeton Investments,,FOUSA05I1R,20060601,Diversified Emerging Mkts,International Equity,A,Yes,20060601,,No,20160513,Merged,Templeton Developing Markets A,,"93,864,302.0000000000","125,037,538.0000000000",70,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Templeton BRIC Adv,Franklin Templeton Investments,,FOUSA06Y30,20080801,Diversified Emerging Mkts,International Equity,Adv,No,20060601,,No,20160513,Merged,Templeton Developing Markets Adv,,"4,178,060.0000000000","125,037,538.0000000000",64,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Templeton BRIC C,Franklin Templeton Investments,,FOUSA05I1S,20060601,Diversified Emerging Mkts,International Equity,C,No,20060601,,No,20160513,Merged,Templeton Developing Markets C,,"26,995,176.0000000000","125,037,538.0000000000",78,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Putnam Emerging Markets Equity M,Putnam,,FOUSA06XQ8,20080929,Diversified Emerging Mkts,International Equity,M,No,20080929,PEMYX,No,20191125,Merged,Putnam Emerging Markets Equity A,,"682,594.0400000000","124,661,684.5200000000",31,4 Stars,Average,,MSCI ACWI Ex USA NR USD,7.7246910000," -0.8260000000",1.1250000000,14.3200000000,0.4750000000
PIMCO Convertible A,PIMCO,PACNX,F00000M9AM,20110531,Convertibles,Allocation,A,No,19990331,PFCIX,No,20150501,Liquidated,,,"40,708,417.0000000000","123,073,629.0000000000",57,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,2.3900000000,1.0800000000,,
